514341,Mr.,Antonio,Q,Joy,M,antonio.joy@yahoo.com,Clark Joy,Clarisa Joy,Gagliardi,12/24/1989,08:01:44 AM,27.61,55,8/2/2011,Q3,H2,2011,8,August,Aug,2,Tuesday,Tue,5.99,53504,30%,646-23-6213,229-234-6154,Rocky Ford,Screven,Rocky Ford,GA,30455,South,aqjoy,7_[%FE;saZ:B
314598,Prof.,Sebastian,J,Moores,M,sebastian.moores@ibm.com,Everette Moores,Sol Moores,Paden,9/23/1980,01:42:17 AM,36.87,62,4/1/2012,Q2,H1,2012,4,April,Apr,1,Sunday,Sun,5.33,158859,3%,499-29-8139,212-231-9912,Antwerp,Jefferson,Antwerp,NY,13608,Northeast,sjmoores,Z0:_dR*OQhQlF
987773,Mr.,Alec,S,Rittenhouse,M,alec.rittenhouse@gmail.com,Jefferey Rittenhouse,Moira Rittenhouse,Clanton,6/1/1974,07:39:19 AM,43.19,65,3/19/1998,Q1,H1,1998,3,March,Mar,19,Thursday,Thu,19.37,76105,2%,204-84-0943,229-873-6796,Milledgeville,Milledgeville,Milledgeville,GA,31059,South,asrittenhouse,7#?GLEd0
690850,Mr.,Reggie,C,Doughty,M,reggie.doughty@gmail.com,Jerrod Doughty,Crista Doughty,Abron,11/27/1966,06:02:39 AM,50.7,61,1/4/2010,Q1,H1,2010,1,January,Jan,4,Monday,Mon,7.57,134436,8%,321-11-0416,314-677-4501,Springfield,Greene,Springfield,MO,65809,Midwest,rcdoughty,4~1!+LP^O
520588,Ms.,Carolyn,H,Hawker,F,carolyn.hawker@gmail.com,Albert Hawker,Etta Hawker,Lonon,4/25/1962,09:04:56 PM,55.3,49,4/11/2010,Q2,H1,2010,4,April,Apr,11,Sunday,Sun,7.3,145176,9%,303-37-2258,216-643-4257,Murray City,Hocking,Murray City,OH,43144,Midwest,chhawker,XQCftilc
759181,Ms.,Yuki,L,Curnutt,F,yuki.curnutt@gmail.com,Stevie Curnutt,Tess Curnutt,Littlejohn,2/20/1970,04:30:03 PM,47.47,52,10/21/2005,Q4,H2,2005,10,October,Oct,21,Friday,Fri,11.78,47243,25%,002-11-5304,262-853-4862,Star Lake,Vilas,Star Lake,WI,54561,Midwest,ylcurnutt,XB~}8ky4KrT9
708496,Dr.,Nathanial,X,Shire,M,nathanial.shire@gmail.com,Hung Shire,Abigail Shire,Zeringue,11/6/1958,03:58:45 PM,58.76,64,1/28/1980,Q1,H1,1980,1,January,Jan,28,Monday,Mon,37.52,40756,13%,292-15-0306,219-961-0489,Evansville,Vanderburgh,Evansville,IN,47725,Midwest,nxshire,O3l&r<M1
809714,Mr.,Adolph,A,Zambrana,M,adolph.zambrana@aol.com,Carol Zambrana,Nicolle Zambrana,Well,10/21/1959,12:44:43 AM,57.81,63,4/25/1996,Q2,H1,1996,4,April,Apr,25,Thursday,Thu,21.27,191066,9%,517-49-8537,314-990-1767,Keytesville,Chariton,Keytesville,MO,65261,Midwest,aazambrana,a?{N]BB}]8HO
158568,Drs.,Deloras,J,Salo,F,deloras.salo@gmail.com,Eusebio Salo,Cori Salo,Peirce,10/11/1975,09:48:41 AM,41.82,49,5/24/2014,Q2,H1,2014,5,May,May,24,Saturday,Sat,3.18,57590,28%,069-02-6652,231-290-2268,Gobles,Van Buren,Gobles,MI,49055,Midwest,djsalo,7[N*4a4Ob?*]$
210040,Drs.,Katie,B,Strauss,F,katie.strauss@microsoft.com,Ronnie Strauss,Gaylene Strauss,Morvant,5/9/1971,08:24:25 AM,46.25,48,8/7/2000,Q3,H2,2000,8,August,Aug,7,Monday,Mon,16.98,95664,6%,764-29-0919,216-316-3656,Christiansburg,Champaign,Christiansburg,OH,45389,Midwest,kbstrauss,XH4pGF;W
372628,Prof.,Dong,W,Simons,M,dong.simons@yahoo.com,Stan Simons,Sherrell Simons,Rettig,9/3/1981,03:23:26 AM,35.92,60,4/9/2003,Q2,H1,2003,4,April,Apr,9,Wednesday,Wed,14.31,98504,29%,245-99-5410,701-435-3350,Manning,Dunn,Manning,ND,58642,Midwest,dwsimons,3b\:deXjt>YF
878298,Mr.,Marlon,A,Puentes,M,marlon.puentes@shaw.ca,Mike Puentes,Ruth Puentes,Glenn,8/29/1960,12:32:59 AM,56.95,67,11/19/1998,Q4,H2,1998,11,November,Nov,19,Thursday,Thu,18.7,88802,30%,661-22-5705,252-765-4674,Asheville,Buncombe,Asheville,NC,28816,South,mapuentes,r/Ba*KBg4&Y3gB
325428,Mr.,Bart,B,Bojorquez,M,bart.bojorquez@gmail.com,Von Bojorquez,Gia Bojorquez,Tamura,1/29/1974,11:47:57 AM,43.52,82,1/30/1997,Q1,H1,1997,1,January,Jan,30,Thursday,Thu,20.5,191454,14%,446-27-2147,203-326-9520,Hartford,Hartford,Hartford,CT,6140,Northeast,bbbojorquez,xi$l-{fW[?]3F
591621,Mrs.,Sherice,D,Jeans,F,sherice.jeans@hotmail.com,Teodoro Jeans,Angelina Jeans,Lefever,5/24/1988,01:32:31 PM,29.2,60,7/24/2009,Q3,H2,2009,7,July,Jul,24,Friday,Fri,8.02,92864,0%,537-71-9250,209-927-3499,Harbor City,Los Angeles,Harbor City,CA,90710,West,sdjeans,3%48&0+1a
591621,Mrs.,Sherice,D,Jeans,F,sherice.jeans@hotmail.com,Teodoro Jeans,Angelina Jeans,Lefever,5/24/1988,01:32:31 PM,29.2,60,7/24/2009,Q3,H2,2009,7,July,Jul,24,Friday,Fri,8.02,92864,0%,537-71-9250,209-927-3499,Harbor City,Los Angeles,Harbor City,CA,90710,West,sdjeans,3%48&0+1a
591621,Mrs.,Sherice,D,Jeans,F,sherice.jeans@hotmail.com,Teodoro Jeans,Angelina Jeans,Lefever,5/24/1988,01:32:31 PM,29.2,60,7/24/2009,Q3,H2,2009,7,July,Jul,24,Friday,Fri,8.02,92864,0%,537-71-9250,209-927-3499,Harbor City,Los Angeles,Harbor City,CA,90710,West,sdjeans,3%48&0+1a
829485,Dr.,Rob,T,Swoope,M,rob.swoope@gmail.com,Titus Swoope,Rebbeca Swoope,Perrone,1/29/1972,12:17:12 AM,45.53,62,11/9/2009,Q4,H2,2009,11,November,Nov,9,Monday,Mon,7.72,132652,17%,080-02-0094,215-889-9781,Moshannon,Centre,Moshannon,PA,16859,Northeast,rtswoope,lE/^}Clt
829485,Dr.,Rob,T,Swoope,M,rob.swoope@gmail.com,Titus Swoope,Rebbeca Swoope,Perrone,1/29/1972,12:17:12 AM,45.53,62,11/9/2009,Q4,H2,2009,11,November,Nov,9,Monday,Mon,7.72,132652,17%,080-02-0094,215-889-9781,Moshannon,Centre,Moshannon,PA,16859,Northeast,rtswoope,lE/^}Clt
